id_subsistema;nom_subsistema;din_instante;val_cargaenergiamwmed
NE;Nordeste;2024-05-25;12264.34320833
S;Sul;2024-05-25;11580.09733333
SE;Sudeste/Centro-Oeste;2024-05-25;41010.44979167
N;Norte;2024-05-26;7324.05145833
NE;Nordeste;2024-05-26;11617.02962500
S;Sul;2024-05-26;10276.65612500
SE;Sudeste/Centro-Oeste;2024-05-26;36785.88104167
N;Norte;2024-05-27;7798.12195833
NE;Nordeste;2024-05-27;12454.67158333
S;Sul;2024-05-27;12947.39537500
SE;Sudeste/Centro-Oeste;2024-05-27;42101.60808333
N;Norte;2024-05-28;7814.89958333
NE;Nordeste;2024-05-28;12507.46554167
S;Sul;2024-05-28;13044.56295833
SE;Sudeste/Centro-Oeste;2024-05-28;42774.21391667
N;Norte;2024-05-29;7811.19779167
NE;Nordeste;2024-05-29;12624.15462500
S;Sul;2024-05-29;13409.21970833
SE;Sudeste/Centro-Oeste;2024-05-29;41563.12054167
N;Norte;2024-05-30;7408.44683333
NE;Nordeste;2024-05-30;11952.04750000
S;Sul;2024-05-30;11331.46945833
SE;Sudeste/Centro-Oeste;2024-05-30;37854.28158333
N;Norte;2024-05-31;7627.37725000
NE;Nordeste;2024-05-31;12226.57370833
S;Sul;2024-05-31;11827.07662500
SE;Sudeste/Centro-Oeste;2024-05-31;38875.93866667
N;Norte;2024-06-01;7133.82062500
NE;Nordeste;2024-06-01;11682.60541667
S;Sul;2024-06-01;10504.60295833
SE;Sudeste/Centro-Oeste;2024-06-01;37167.60804167
N;Norte;2024-06-02;7033.06995833
NE;Nordeste;2024-06-02;11254.39250000
S;Sul;2024-06-02;10515.26850000
SE;Sudeste/Centro-Oeste;2024-06-02;35016.66341667
N;Norte;2024-06-03;7766.94637500
NE;Nordeste;2024-06-03;12313.43400000
S;Sul;2024-06-03;12938.26687500
SE;Sudeste/Centro-Oeste;2024-06-03;41230.60258333
N;Norte;2024-06-04;7925.57483333
NE;Nordeste;2024-06-04;12610.22170833
S;Sul;2024-06-04;13576.43150000
SE;Sudeste/Centro-Oeste;2024-06-04;42237.69629167
N;Norte;2024-06-05;7948.24675000
NE;Nordeste;2024-06-05;12559.17429167
S;Sul;2024-06-05;13547.09325000
SE;Sudeste/Centro-Oeste;2024-06-05;42245.68358333
N;Norte;2024-06-06;7975.68625000
NE;Nordeste;2024-06-06;12403.03729167
S;Sul;2024-06-06;13536.26416667
SE;Sudeste/Centro-Oeste;2024-06-06;42544.63104167
N;Norte;2024-06-07;8033.19066667
NE;Nordeste;2024-06-07;12419.52529167
S;Sul;2024-06-07;13530.01483333
SE;Sudeste/Centro-Oeste;2024-06-07;42700.75745833
N;Norte;2024-06-08;7677.36175000
NE;Nordeste;2024-06-08;11896.80054167
S;Sul;2024-06-08;11767.75508333
SE;Sudeste/Centro-Oeste;2024-06-08;39750.40741667
N;Norte;2024-06-09;7351.04550000
NE;Nordeste;2024-06-09;11094.68170833
S;Sul;2024-06-09;10360.89266667
SE;Sudeste/Centro-Oeste;2024-06-09;36603.52750000
